"attributes","Id","Name","Amount","StageName","AccountId","OwnerId"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxWAAQ""}","0063h000008wpxWAAQ","Opportunity for Edwards146",4212140,"Perception Analysis","0013h00000Ffg08AAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzDAAQ""}","0063h000008wpzDAAQ","Opportunity for Bowen59",278337,"Perception Analysis","0013h00000FffynAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpz8AAA""}","0063h000008wpz8AAA","Opportunity for Potter50",333830,"Closed Won","0013h00000Ffg32AAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzBAAQ""}","0063h000008wpzBAAQ","Opportunity for Jordan57",1455310,"Closed Won","0013h00000Ffg0mAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzCAAQ""}","0063h000008wpzCAAQ","Opportunity for Moss58",2623525,"Closed Lost","0013h00000FffwiAAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzFAAQ""}","0063h000008wpzFAAQ","Opportunity for Bennett62",208375,"Value Proposition","0013h00000Ffg1eAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq2gAAA""}","0063h000008wq2gAAA","Opportunity for Malone772",5880,"Closed Won","0013h00000Ffg8QAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq2dAAA""}","0063h000008wq2dAAA","Opportunity for Walters765",623750,"Closed Won","0013h00000Ffg7lAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq2eAAA""}","0063h000008wq2eAAA","Opportunity for Drake768",70368,"Perception Analysis","0013h00000FfgBnAAJ","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq2fAAA""}","0063h000008wq2fAAA","Opportunity for Elliott770",646400,"Closed Won","0013h00000Ffg2uAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxXAAQ""}","0063h000008wpxXAAQ","Opportunity for Williams149",2305550,"Needs Analysis","0013h00000FfgARAAZ","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxYAAQ""}","0063h000008wpxYAAQ","Opportunity for Wagner150",2660660,"Closed Lost","0013h00000FffyLAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxZAAQ""}","0063h000008wpxZAAQ","Opportunity for Lewis258",309938,"Closed Won","0013h00000FfgAWAAZ","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxaAAA""}","0063h000008wpxaAAA","Opportunity for Barrett259",1589440,"Closed Lost","0013h00000Ffg8CAAR","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxbAAA""}","0063h000008wpxbAAA","Opportunity for Dennis260",2868400,"Needs Analysis","0013h00000Ffg1DAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzJAAQ""}","0063h000008wpzJAAQ","Opportunity for Lowe69",476918,"Closed Won","0013h00000Ffg1jAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzLAAQ""}","0063h000008wpzLAAQ","Opportunity for Schwartz75",499450,"Qualification","0013h00000Ffg9EAAR","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzMAAQ""}","0063h000008wpzMAAQ","Opportunity for Morales81",1630580,"Closed Lost","0013h00000Ffg1VAAR","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxdAAA""}","0063h000008wpxdAAA","Opportunity for Pittman263",1879190,"Closed Won","0013h00000FfgB8AAJ","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxeAAA""}","0063h000008wpxeAAA","Opportunity for Holmes265",206640,"Prospecting","0013h00000FfgBNAAZ","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxfAAA""}","0063h000008wpxfAAA","Opportunity for Murphy267",2664105,"Closed Won","0013h00000Ffg5yAAB","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxgAAA""}","0063h000008wpxgAAA","Opportunity for Freeman268",1518190,"Closed Won","0013h00000FffzGAAR","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxhAAA""}","0063h000008wpxhAAA","Opportunity for Terry269",846000,"Closed Won","0013h00000Ffg2fAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxiAAA""}","0063h000008wpxiAAA","Opportunity for Butler275",209104,"Closed Won","0013h00000Ffg22AAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxjAAA""}","0063h000008wpxjAAA","Opportunity for Collier276",582035,"Qualification","0013h00000FffwYAAR","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxlAAA""}","0063h000008wpxlAAA","Opportunity for Alexander278",18960,"Closed Won","0013h00000Ffg0qAAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxmAAA""}","0063h000008wpxmAAA","Opportunity for Allison281",1573350,"Qualification","0013h00000Ffg5gAAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxnAAA""}","0063h000008wpxnAAA","Opportunity for Delgado355",1318960,"Closed Won","0013h00000Ffg4qAAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxqAAA""}","0063h000008wpxqAAA","Opportunity for Bryant359",3039400,"Closed Won","0013h00000FffyDAAR","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxrAAA""}","0063h000008wpxrAAA","Opportunity for Wise361",1595250,"Needs Analysis","0013h00000Ffg87AAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxsAAA""}","0063h000008wpxsAAA","Opportunity for Hunt362",1148850,"Closed Won","0013h00000Ffg3vAAB","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxtAAA""}","0063h000008wpxtAAA","Opportunity for Scott363",788800,"Perception Analysis","0013h00000FfgAJAAZ","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzPAAQ""}","0063h000008wpzPAAQ","Opportunity for Saunders86",87409,"Closed Won","0013h00000FffzZAAR","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzQAAQ""}","0063h000008wpzQAAQ","Opportunity for Adams87",1093390,"Value Proposition","0013h00000Ffg3zAAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzVAAQ""}","0063h000008wpzVAAQ","Opportunity for Hughes209",19640,"Closed Lost","0013h00000FffzFAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzWAAQ""}","0063h000008wpzWAAQ","Opportunity for Aguilar210",202174,"Closed Won","0013h00000FffzHAAR","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq1GAAQ""}","0063h000008wq1GAAQ","Opportunity for Montgomery1103",1058980,"Closed Won","0013h00000Fffx9AAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq1HAAQ""}","0063h000008wq1HAAQ","Opportunity for Luna1104",228220,"Closed Won","0013h00000FfgBpAAJ","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxuAAA""}","0063h000008wpxuAAA","Opportunity for McCoy365",88200,"Closed Won","0013h00000Ffg9zAAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxvAAA""}","0063h000008wpxvAAA","Opportunity for Love368",390885,"Closed Won","0013h00000FffwvAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxwAAA""}","0063h000008wpxwAAA","Opportunity for Rios369",112725,"Closed Lost","0013h00000FffxJAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzXAAQ""}","0063h000008wpzXAAQ","Opportunity for Lopez212",2177800,"Closed Won","0013h00000Ffg1JAAR","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzYAAQ""}","0063h000008wpzYAAQ","Opportunity for Guzman213",640000,"Closed Won","0013h00000Ffg3XAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzaAAA""}","0063h000008wpzaAAA","Opportunity for Cain216",1138360,"Closed Won","0013h00000FfgBgAAJ","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzbAAA""}","0063h000008wpzbAAA","Opportunity for Johnson217",1935980,"Closed Won","0013h00000FffxAAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzcAAA""}","0063h000008wpzcAAA","Opportunity for Santos218",435960,"Closed Won","0013h00000FffyiAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzdAAA""}","0063h000008wpzdAAA","Opportunity for Becker221",374505,"Closed Won","0013h00000FffyTAAR","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzeAAA""}","0063h000008wpzeAAA","Opportunity for McCoy227",917500,"Closed Won","0013h00000Ffg0wAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzfAAA""}","0063h000008wpzfAAA","Opportunity for Lee231",5423800,"Closed Lost","0013h00000Ffg0xAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzgAAA""}","0063h000008wpzgAAA","Opportunity for Burns308",1188240,"Needs Analysis","0013h00000Fffy1AAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzhAAA""}","0063h000008wpzhAAA","Opportunity for Smith309",3709600,"Closed Won","0013h00000Ffg3jAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpziAAA""}","0063h000008wpziAAA","Opportunity for Pope310",3207480,"Needs Analysis","0013h00000FffwUAAR","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzjAAA""}","0063h000008wpzjAAA","Opportunity for Tyler313",55530,"Closed Lost","0013h00000FfgBtAAJ","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzlAAA""}","0063h000008wpzlAAA","Opportunity for McGee320",637600,"Closed Lost","0013h00000Ffg83AAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzmAAA""}","0063h000008wpzmAAA","Opportunity for Olson321",3729975,"Qualification","0013h00000Ffg8GAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpznAAA""}","0063h000008wpznAAA","Opportunity for Holland322",384840,"Closed Lost","0013h00000Ffg5hAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpy0AAA""}","0063h000008wpy0AAA","Opportunity for Clayton375",657600,"Closed Won","0013h00000FffyZAAR","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxxAAA""}","0063h000008wpxxAAA","Opportunity for Gordon370",179225,"Closed Won","0013h00000Ffg38AAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxyAAA""}","0063h000008wpxyAAA","Opportunity for Harrington373",22240,"Closed Won","0013h00000Ffg85AAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpxzAAA""}","0063h000008wpxzAAA","Opportunity for Pearson374",62400,"Closed Won","0013h00000Ffg2AAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpy1AAA""}","0063h000008wpy1AAA","Opportunity for Mathis376",637520,"Closed Won","0013h00000FffxAAAR","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpy2AAA""}","0063h000008wpy2AAA","Opportunity for Gray19",690210,"Closed Won","0013h00000Ffg9eAAB","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpy3AAA""}","0063h000008wpy3AAA","Opportunity for Hawkins22",136464,"Prospecting","0013h00000FffzEAAR","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpy4AAA""}","0063h000008wpy4AAA","Opportunity for McCormick23",744440,"Negotiation/Review","0013h00000Ffg5VAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpy5AAA""}","0063h000008wpy5AAA","Opportunity for Cox29",2345840,"Closed Won","0013h00000Ffg8HAAR","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpy8AAA""}","0063h000008wpy8AAA","Opportunity for Butler33",8577295,"Perception Analysis","0013h00000Ffg5tAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpy9AAA""}","0063h000008wpy9AAA","Opportunity for Alvarez35",266400,"Closed Won","0013h00000Ffg9yAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyAAAQ""}","0063h000008wpyAAAQ","Opportunity for Nunez37",809810,"Closed Lost","0013h00000Ffg9tAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyBAAQ""}","0063h000008wpyBAAQ","Opportunity for Wilkins38",980500,"Closed Won","0013h00000Ffg7dAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyCAAQ""}","0063h000008wpyCAAQ","Opportunity for Stevens152",11883,"Closed Lost","0013h00000Ffg3eAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzoAAA""}","0063h000008wpzoAAA","Opportunity for Martin324",7747190,"Closed Won","0013h00000FffywAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzpAAA""}","0063h000008wpzpAAA","Opportunity for Castillo325",131750,"Closed Won","0013h00000FffwcAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzqAAA""}","0063h000008wpzqAAA","Opportunity for Klein103",84329,"Closed Won","0013h00000Ffg3wAAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzsAAA""}","0063h000008wpzsAAA","Opportunity for Ramirez108",87240,"Closed Won","0013h00000FffzCAAR","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpztAAA""}","0063h000008wpztAAA","Opportunity for Jones110",1193160,"Closed Won","0013h00000FfgCCAAZ","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzuAAA""}","0063h000008wpzuAAA","Opportunity for Adkins111",1402500,"Closed Won","0013h00000FffwxAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzvAAA""}","0063h000008wpzvAAA","Opportunity for Lynch113",1817900,"Closed Won","0013h00000FffwUAAR","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzxAAA""}","0063h000008wpzxAAA","Opportunity for Carroll233",1578500,"Closed Won","0013h00000FfgBcAAJ","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzyAAA""}","0063h000008wpzyAAA","Opportunity for Murphy234",2734080,"Closed Won","0013h00000Ffg5kAAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpzzAAA""}","0063h000008wpzzAAA","Opportunity for Butler235",1429760,"Closed Won","0013h00000Ffg6XAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq00AAA""}","0063h000008wq00AAA","Opportunity for Rodgers237",181882,"Closed Won","0013h00000FffzCAAR","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq01AAA""}","0063h000008wq01AAA","Opportunity for Willis238",2250950,"Closed Won","0013h00000Ffg10AAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyEAAQ""}","0063h000008wpyEAAQ","Opportunity for Vega154",77270,"Closed Lost","0013h00000Ffg21AAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyFAAQ""}","0063h000008wpyFAAQ","Opportunity for Moss156",857500,"Negotiation/Review","0013h00000FffxFAAR","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyGAAQ""}","0063h000008wpyGAAQ","Opportunity for Hunt157",353136,"Closed Won","0013h00000FfgBoAAJ","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyIAAQ""}","0063h000008wpyIAAQ","Opportunity for Todd162",465500,"Prospecting","0013h00000Ffg30AAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyKAAQ""}","0063h000008wpyKAAQ","Opportunity for Snyder164",2505200,"Closed Won","0013h00000Ffg0TAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyLAAQ""}","0063h000008wpyLAAQ","Opportunity for Nichols171",874780,"Closed Won","0013h00000FfgC9AAJ","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyNAAQ""}","0063h000008wpyNAAQ","Opportunity for Robinson174",466893,"Closed Won","0013h00000Ffg9TAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyOAAQ""}","0063h000008wpyOAAQ","Opportunity for Cunningham175",4357300,"Closed Won","0013h00000FffxhAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyPAAQ""}","0063h000008wpyPAAQ","Opportunity for Bush283",4067300,"Proposal/Price Quote","0013h00000FffxOAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyQAAQ""}","0063h000008wpyQAAQ","Opportunity for Pearson288",1790440,"Closed Won","0013h00000Ffg2HAAR","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyRAAQ""}","0063h000008wpyRAAQ","Opportunity for Higgins293",3306425,"Negotiation/Review","0013h00000Ffg9qAAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpySAAQ""}","0063h000008wpySAAQ","Opportunity for Armstrong296",236040,"Closed Won","0013h00000Ffg2KAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyTAAQ""}","0063h000008wpyTAAQ","Opportunity for Francis298",219000,"Perception Analysis","0013h00000Ffg6HAAR","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyUAAQ""}","0063h000008wpyUAAQ","Opportunity for McBride299",567000,"Value Proposition","0013h00000FfgC0AAJ","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyVAAQ""}","0063h000008wpyVAAQ","Opportunity for Miller300",2303500,"Closed Won","0013h00000Ffg7rAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq05AAA""}","0063h000008wq05AAA","Opportunity for Padilla247",1214160,"Closed Lost","0013h00000Ffg0yAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq06AAA""}","0063h000008wq06AAA","Opportunity for Barnett252",431194,"Closed Won","0013h00000Fffy5AAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq08AAA""}","0063h000008wq08AAA","Opportunity for Cooper256",2218900,"Closed Lost","0013h00000FffzLAAR","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq09AAA""}","0063h000008wq09AAA","Opportunity for Campbell329",3173450,"Closed Won","0013h00000Ffg10AAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0AAAQ""}","0063h000008wq0AAAQ","Opportunity for Reynolds330",276000,"Closed Lost","0013h00000FffxSAAR","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0BAAQ""}","0063h000008wq0BAAQ","Opportunity for Fletcher332",313425,"Value Proposition","0013h00000FffxnAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0CAAQ""}","0063h000008wq0CAAQ","Opportunity for Shaw336",389120,"Qualification","0013h00000FffzwAAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0DAAQ""}","0063h000008wq0DAAQ","Opportunity for Roy337",1241600,"Closed Won","0013h00000Ffg37AAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0EAAQ""}","0063h000008wq0EAAQ","Opportunity for Brooks342",5280,"Closed Won","0013h00000Ffg4cAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0oAAA""}","0063h000008wq0oAAA","Opportunity for McGee1836",110986,"Closed Won","0013h00000Fffz2AAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0pAAA""}","0063h000008wq0pAAA","Opportunity for Ramirez1837",179964,"Qualification","0013h00000FffwhAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0rAAA""}","0063h000008wq0rAAA","Opportunity for Lawson1843",1876750,"Closed Won","0013h00000Ffg1rAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0sAAA""}","0063h000008wq0sAAA","Opportunity for Medina1844",3570200,"Value Proposition","0013h00000Ffg00AAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0uAAA""}","0063h000008wq0uAAA","Opportunity for Roberts1847",1096500,"Closed Won","0013h00000FffzHAAR","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyWAAQ""}","0063h000008wpyWAAQ","Opportunity for Cross303",2086050,"Perception Analysis","0013h00000FffzbAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyYAAQ""}","0063h000008wpyYAAQ","Opportunity for Figueroa377",5839810,"Perception Analysis","0013h00000Ffg08AAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyZAAQ""}","0063h000008wpyZAAQ","Opportunity for Collins378",446850,"Closed Won","0013h00000FfgBtAAJ","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpydAAA""}","0063h000008wpydAAA","Opportunity for May386",150240,"Closed Won","0013h00000FffztAAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyeAAA""}","0063h000008wpyeAAA","Opportunity for Hart387",822800,"Needs Analysis","0013h00000Ffg9xAAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyfAAA""}","0063h000008wpyfAAA","Opportunity for Perry395",237840,"Closed Won","0013h00000Ffg3iAAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyhAAA""}","0063h000008wpyhAAA","Opportunity for Nunez399",844100,"Prospecting","0013h00000Ffg1dAAB","0053h000003de7CAAQ"
